# Simulated random data file for batch processing using aboveground biomasss data
# timestamp: 2021-03-31 15:52:13
# ISR
# ------------------------

"varX","varY"
"Middle",15.2178063565644
"Middle",330.194285770423
"Young",4.32422462258439
"Old",12.3448056107954
"Young",374.499542539049
"Old",35.6282389305472
"Young",22.6560752192987
"Middle",9.96401287049369
"Young",79.548103727948
"Old",171.265289397987
"Old",9.4352367217544
"Old",45.5700603555629
"Middle",30.8476491363927
"Middle",19.7648521526742
"Old",183.176914615916
"Middle",249.03184937598
"Young",569.492417284372
"Young",282.813520430781
"Young",3.12195838159295
"Old",87.0715600346533
"Middle",390.446915644322
"Young",471.833101270859
"Middle",0.209411150946449
"Old",54.8028363135003
"Old",12.261556659055
"Young",15.284256820266
"Middle",38.1317042454387
"Old",14.4239479226059
"Old",152.254983715934
"Middle",174.676937080491
"Old",54.9980294554846
"Young",2.70044901633377
"Young",34.5268629727379
"Middle",14.4797770486339
"Old",138.594689834039
"Old",251.273456139238
"Young",508.13862755221
"Old",123.021213126463
"Young",3.13924251548583
"Young",164.767913374247
"Middle",161.267349740062
"Old",120.5275895904
"Old",200.559476984431
"Middle",1515.90590322626
"Young",7.91379037664714
"Old",25.3153496834335
"Middle",88.8294121149136
"Young",57.8434202602441
"Young",59.3041796875787
"Middle",233.321677761646
"Young",0.885834652562223
"Young",6.94473853771499
"Young",384.546981847953
"Young",134.905661372929
"Old",286.2265541473
"Old",405.749615800423
"Middle",25.8976785433423
"Middle",1.89377241509946
"Middle",7.94798254709155
"Young",15.0595425182292
"Old",663.316150239744
"Old",400.534806584164
"Middle",17.2100085537053
"Old",87.8664206402208
"Middle",34.1537003325157
"Young",2.58390746271392
"Middle",220.55487736388
"Young",5.20973793611459
"Middle",563.565555175076
"Old",34.1364635939379
"Old",411.408193655248
"Old",336.971241631808
"Young",559.245058833358
"Middle",297.358719603796
"Young",129.651844806865
"Old",6.05393257227069
"Old",13.1276319677527
"Old",34.1854003049662
"Middle",229.114330215011
"Middle",101.067713647074
"Young",133.254671415082
"Middle",38.2166674628695
"Young",135.76777250082
"Middle",68.530774834149
"Middle",149.907057789687
"Young",7.35490965549174
