# Simulated random data file for batch processing using aboveground biomasss data
# timestamp: 2021-03-31 15:52:11
# ISR
# ------------------------

"varX","varY"
"Old",93.5130314415506
"Old",690.790120036386
"Middle",10.447154716287
"Middle",92.7190631196641
"Old",46.5006233807264
"Old",139.666229979921
"Old",291.032592780789
"Old",45.9882610822697
"Young",17.1772048545537
"Old",8.81870762687375
"Young",0.976789924539421
"Middle",84.0248457239923
"Old",215.306627926962
"Middle",136.424396794845
"Middle",296.536672118309
"Middle",0.256865677611496
"Old",73.3576651314205
"Old",308.665771487949
"Young",75.3719222206747
"Old",7.33088565633351
"Middle",109.897142374701
"Middle",2.21741902989993
"Young",210.55292842756
"Middle",12.7469243373388
"Young",35.0128925665217
"Old",284.986465381687
"Middle",218.398490903294
"Old",144.814801064788
"Middle",108.833928462025
"Middle",391.264898516837
"Middle",219.42911144978
"Old",2.16477687494837
"Young",13.9665496012398
"Middle",336.640096286571
"Old",263.433809324778
"Young",56.8554183841886
"Young",152.028140107583
"Old",41.4350325243442
"Middle",255.086697901385
"Young",58.2567724531861
"Old",89.0961768850825
"Young",23.9698549476901
"Old",67.3414367279502
"Middle",29.9952633978469
"Middle",89.6818796421022
"Middle",8.17846972304106
"Young",190.902417763085
"Young",176.760298015408
"Young",43.2078947116214
"Old",26.0422538177231
"Middle",75.3614546179084
"Old",41.6315243859836
"Young",255.782617182022
"Old",53.1864445758836
"Young",2.78228598930846
"Middle",35.0610227572401
"Old",47.3642498185074
"Young",514.159274767999
"Young",830.236932260016
"Middle",90.2483200112333
"Young",51.559419394168
"Middle",0.0632647768218045
"Young",331.390591370855
"Middle",62.97974416794
"Middle",2.45772184198667
"Middle",60.812461664878
"Middle",92.2663170281173
"Middle",526.986580670008
"Middle",285.337375169457
"Middle",0.601951168984333
"Old",207.136429180337
"Middle",23.1641285545569
"Young",628.456533379334
"Middle",219.252266646443
"Young",628.620414949683
"Young",63.4211185642444
"Middle",75.6820504702431
"Young",90.8087968498474
"Old",147.682337494388
"Middle",545.423005702696
"Young",0.534488564315323
"Young",29.1015822362835
"Young",258.524169830697
"Old",149.289124004395
"Middle",2.23789058874236
"Young",516.39695916076
"Middle",89.5638569054201
"Middle",170.055490558495
"Old",28.3282899993968
"Middle",167.601658541622
"Old",17.5574733649651
"Middle",127.663723974898
"Middle",2.90721994347815
"Middle",1.14558341349814
"Old",55.2270432775563
"Middle",0.666843587406905
"Young",328.778101471187
"Old",79.9191531455886
"Old",1.14252300928078
"Old",31.981750218055
"Middle",94.9641812051209
"Old",6.22667974612012
"Old",27.7118821196042
"Young",70.6683146593194
"Middle",56.9874147691207
"Middle",2.32821683198671
"Old",188.318507126875
"Middle",177.612570035838
"Old",173.958096458356
"Middle",15.4022896589081
"Middle",292.816468571562
"Middle",65.4419132068793
"Old",146.90538600041
"Middle",107.683979585835
"Young",189.693294216677
"Old",12.8511378557482
"Old",17.4565655863044
"Middle",16.8530636333678
"Middle",499.05950207721
"Young",42.1253051718163
"Young",62.9989631279751
"Old",0.0916908831961708
"Middle",33.8454374082127
"Middle",76.8026676191986
"Old",50.7310804622661
"Young",9.25159743000803
"Middle",155.353334883969
"Old",90.5996171000148
"Old",274.744383077701
"Old",67.2101884239252
"Young",624.774712592211
"Old",35.5497951550779
"Young",91.9527662004786
"Young",0.0106656780596512
"Middle",67.8243902234921
"Middle",151.095437718871
"Old",634.374266449342
"Middle",32.1672306081469
"Middle",288.355793352924
"Old",740.933995618178
"Middle",32.9292330649753
"Old",96.1625349566187
"Old",89.5730837466969
"Middle",68.7494842731243
"Young",5.83003823891233
"Old",0.159801523335275
"Old",579.810153255367
"Old",19.5349648697782
"Old",48.0075096885188
"Young",32.6979921224935
"Old",32.2967741752751
"Middle",41.6759648538748
"Middle",36.066962574857
"Middle",186.07119000058
"Young",61.7733346820689
"Young",0.0888693075396685
"Young",46.4346785023546
"Young",198.727260409796
"Middle",146.399401801212
"Old",28.2676028504603
"Old",196.832809976111
"Young",0.0559521875855454
"Young",64.5557075402253
"Old",331.951052159821
"Middle",49.3468834576337
"Middle",26.3081111421112
"Old",202.043677018766
"Young",795.642710859206
"Old",357.533607636512
"Young",2.90276018740323
"Middle",0.236412880667838
"Young",24.7834481520848
"Middle",299.414508429187
"Old",2.78903162939749
"Old",1.21468529204197
"Old",172.08510472025
"Middle",525.408579294493
"Young",4.10173043125973
"Middle",775.294243537389
"Middle",62.8506807113767
"Middle",270.78052824624
"Middle",15.4463658244632
"Old",165.675764126504
"Old",447.167835983237
"Middle",28.3310926988151
"Old",74.6833160846778
"Middle",483.030696254356
"Old",3.06955967859678
"Young",132.0603549725
"Young",45.5981335982665
"Old",523.935777334712
"Middle",27.2248644833319
"Young",57.4339048149353
"Young",88.4405628542884
"Young",1.37277750135839
"Middle",341.409810623932
"Young",4.90204051722163
"Young",158.600580702588
"Old",5.56363722853009
"Old",55.631144279317
"Middle",339.256710227581
"Young",7.19585955481082
"Middle",47.3377840266187
"Middle",0.715466429411693
"Young",7.59999436122731
"Middle",27.2795413541155
"Middle",0.990434346027714
"Old",152.492580010673
"Young",58.3555892957148
"Old",162.620147331283
"Young",72.0411379194229
"Middle",4.90318667580021
"Young",1.27651541437891
"Young",3.44848736161045
"Old",22.7140141023872
"Young",19.1826185906226
"Old",48.256541806057
"Old",217.676226274911
"Old",86.0948054992106
"Middle",555.022014405639
"Middle",6.3992639305351
"Old",282.603565961622
"Middle",110.951716067136
"Old",30.7252875424644
"Young",21.9585571517928
"Young",169.147119157124
"Middle",5.04518354499013
"Old",27.565497622662
"Middle",63.7891883221601
"Middle",234.831832261695
"Middle",57.756725538861
"Young",17.9135729082742
"Young",1.73617504367564
"Young",80.6849731375777
"Old",61.8369442756594
"Old",184.517908516606
"Young",4.55165508831374
"Middle",158.73518282544
"Old",47.3844929396502
"Young",403.452369477568
"Old",17.0280935668952
"Old",0.0880897042687724
"Old",6.60809036015321
"Old",4.81928054039638
"Old",20.6326912980438
"Middle",2.45956884332654
"Young",44.5197787590507
"Old",4.33536070637192
"Old",254.674996293473
"Middle",140.071441504997
"Middle",38.1374298199113
"Young",31.9896557291301
"Young",220.132485422677
"Young",44.6000118548605
"Middle",309.864489558975
"Middle",72.3120580519938
"Middle",79.5598480915866
"Young",82.7073656091075
"Old",64.7500604874525
"Young",42.9451747181762
"Young",326.774514662894
"Middle",435.540652770982
"Young",21.108454698143
"Young",2.27849267515478
"Young",44.5552077782432
"Middle",2.19306300670782
"Middle",4.00662025198686
"Young",6.33934196633692
"Old",192.453026791446
"Old",1205.12119125822
"Middle",306.075127419911
"Old",45.7074708314472
"Young",46.6197625813017
"Young",114.269911952085
"Middle",195.655610555537
"Old",115.41312487661
"Middle",232.823076210154
"Young",151.641548774401
"Young",4.687945584398
"Old",207.864318358401
"Young",40.9920192561869
"Middle",22.2102511720718
"Middle",192.10537326074
"Young",15.3506057069269
"Old",291.349274112974
"Young",5.3312651114334
"Middle",5.84761917365263
"Middle",8.90409480061222
"Young",109.081548581131
"Old",151.080895460161
"Young",10.7059614211481
"Old",101.947713750742
"Young",68.7995415268632
"Young",35.1776435463956
"Middle",415.732371418659
"Middle",220.295194574037
"Young",127.595682746383
"Middle",110.886527673903
"Old",1260.00380623098
"Old",24.5643709067465
"Old",64.032025750504
"Middle",24.8704445934243
"Old",215.979223429825
"Old",338.044860063983
"Old",108.287558213292
"Old",677.830133314641
"Old",0.508915169526139
"Young",36.9249442560854
"Middle",71.8427839987117
"Middle",211.398680679286
"Young",50.8015077237878
"Young",396.783710248741
"Middle",23.716915128001
"Old",1.71027201970882
"Young",22.4110882475812
"Old",368.952820687492
"Young",151.670060165742
"Old",161.147663577308
"Middle",49.35282123209
"Young",47.8242946233693
"Middle",292.06316662374
"Young",572.613137214603
"Young",40.9932005842228
"Old",57.7029439519303
"Young",452.215679520829
"Young",284.601406023661
"Young",224.021602869178
"Old",12.3802112653639
"Old",11.8781532466114
"Old",1.34619232395434
"Old",152.282576949592
