# Simulated random data file for batch processing using aboveground biomasss data
# timestamp: 2021-03-31 15:52:11
# ISR
# ------------------------

"varX","varY"
"Young",4.60332509150825
"Old",135.052670305158
"Old",585.562040165864
"Old",258.044660378836
"Middle",5.8661439100515
"Young",22.7550825532109
"Old",165.665716841289
"Middle",31.6797475084711
"Middle",77.1970686870914
"Middle",156.434069176495
"Middle",33.4382864116868
"Middle",14.4469861341726
"Young",73.34187613075
"Old",363.091946589454
"Middle",713.145194965441
"Old",5.17355962838356
"Middle",0.335940802612011
"Young",32.8368779376915
"Old",119.093056190825
"Young",172.911032026273
"Old",169.153590135091
"Middle",17.254614511125
"Old",39.5007593913464
"Old",99.9982298846402
"Middle",1409.30770265776
"Young",136.516793653156
"Young",152.703288555859
"Middle",94.6569881709765
"Old",3.36908983752335
"Old",55.3096579386795
"Young",54.7334985260019
"Young",0.511384873012511
"Young",82.5976659152206
"Old",68.5502992035895
"Old",185.565822611936
"Old",184.878842459257
"Young",27.8944998024254
"Young",147.795441464735
"Old",326.131818538642
"Old",82.7989255138197
"Middle",73.5522457635122
"Young",91.4181931571412
"Middle",190.611502312226
"Middle",350.437967784
"Middle",454.146929190994
"Middle",320.831984181037
"Old",97.7013740624093
"Middle",528.039392704594
"Old",9.26003595855354
"Young",75.0376431926152
"Young",20.2708939178992
"Old",558.865766096125
"Middle",34.6810116430783
"Middle",24.4770628676394
"Middle",14.9892672543469
"Old",1.86144783325967
"Middle",83.9807135185527
"Middle",409.968973345308
"Middle",262.062626864858
"Old",161.406930896623
"Middle",67.8464319094266
"Young",211.590148705737
"Old",258.083685323404
"Middle",306.458857562512
"Middle",130.257157829481
"Old",103.535027722246
"Middle",4.12044197291517
"Young",187.665858560102
"Middle",1.52422979282947
"Young",25.675413332289
"Young",506.062031504818
"Middle",16.5481219962878
"Old",205.041604645065
"Middle",260.182737644839
"Middle",355.329323462268
"Young",124.653971660789
"Young",5.10162486844464
"Middle",25.3218222943208
"Young",307.837794645247
"Old",0.517772969014516
"Young",80.1681216696254
"Young",307.271968546434
"Middle",14.9347975612226
"Old",588.864108885593
"Old",382.104626090447
"Middle",403.548577948008
"Young",319.784290557039
"Middle",55.6726375388975
"Young",28.3380322869528
"Young",72.7864098778097
"Young",375.057394131761
"Middle",0.998771032146705
"Middle",2.4002222514862
"Young",210.380264011712
"Young",46.5957776249122
"Young",22.2552845973669
"Old",5.41246995241486
"Young",407.903661227774
"Old",234.107054445162
"Middle",223.012478216997
"Middle",449.740876462613
"Young",163.75679269489
"Old",182.073454265144
"Middle",0.00902128148005247
"Old",10.7654694955388
"Old",10.251596065871
"Old",27.7454640717683
"Old",11.0905673487361
"Middle",96.7992593890114
"Young",19.2427387367613
"Old",25.3511757294123
"Young",69.1801761033985
"Young",25.7643507225259
"Middle",199.504640072436
"Middle",22.4129742742328
"Young",138.728224878125
"Young",50.0444010060385
"Young",238.244148205501
"Old",11.8410839204234
"Middle",306.209377543805
"Old",301.493006822066
"Old",170.818619547696
"Young",179.044115633177
"Old",63.260137214376
"Young",1.05128489983165
"Middle",217.209446996677
"Old",0.91914381828078
"Middle",31.4932630621752
"Middle",26.045506056094
"Young",48.3220979110225
"Old",393.109001404817
"Old",30.5102971005212
"Young",95.8993851699066
"Young",982.87102644359
"Young",0.227399503502052
"Young",66.3470446921153
