# Simulated random data file for batch processing using aboveground biomasss data
# timestamp: 2021-03-31 15:52:10
# ISR
# ------------------------

"varX","varY"
"Young",5.34208086045958
"Young",108.427879847139
"Old",270.142586046272
"Young",171.660786638911
"Middle",197.146096256571
"Old",133.39208339057
"Young",83.7695222465334
"Middle",171.239562253262
"Old",256.722216286894
"Middle",604.858210695295
"Old",152.443742181599
"Old",81.5264592838732
"Middle",151.08058142652
"Old",276.114484988306
"Young",18.1406842936748
"Middle",325.92519909969
"Young",616.351777285819
"Middle",5.02843233553962
"Young",88.6277342954294
"Middle",2.65496611507869
"Old",16.83255651876
"Middle",1.16672207148583
"Young",661.182217429779
"Young",71.3984974627729
"Young",46.4295467716667
"Middle",50.1371021385058
"Old",284.332733932261
"Middle",214.091703973517
"Old",22.1743921091702
"Middle",48.3483391750551
"Middle",384.657009639944
"Young",117.010627132968
"Middle",6.38217737216717
"Young",39.1552228094245
"Young",16.5655517570434
"Middle",255.023201724679
"Old",0.015320121657375
"Young",7.85733630649921
"Middle",220.085070700902
"Young",9.24775671550631
"Middle",76.7408364858491
"Old",72.9448189960593
"Young",298.704022536351
"Middle",57.0726740152108
"Old",139.112359383035
"Young",46.0863615920865
"Middle",5.14306740921444
"Middle",179.979965438355
"Old",1096.20954858841
"Middle",5.92499472261358
"Middle",1.96893303632348
"Young",84.8651022814511
"Middle",8.89954416600773
"Old",0.46121359148392
"Middle",108.754702030924
"Middle",32.1843725260785
"Old",107.762957201014
"Middle",32.1235011919065
"Young",165.30792591564
"Old",193.694250595819
"Middle",71.9236449352651
"Old",375.782663233819
"Old",24.3997313958198
"Middle",66.2043150652167
"Young",124.444013294087
"Old",170.767302156646
"Old",36.0778823058995
"Middle",6.13912795352134
"Old",93.0686263312564
"Old",167.935314491196
"Middle",14.8036766397198
"Young",303.345940916978
"Middle",34.9252399769816
"Young",13.3663467838729
"Old",0.371713853778836
"Old",244.518147173448
"Middle",2.12216170015337
"Middle",138.443969704015
"Middle",317.502616381455
"Old",8.9528644737383
"Old",8.52520611980522
"Middle",438.342537054443
"Old",319.090407625122
"Old",14.4853198053025
"Old",625.400227475935
"Young",59.7792429290707
"Young",111.557832913655
"Old",39.4143489040788
"Middle",0.370604715103542
"Young",239.030041052408
"Old",108.303442757022
"Middle",180.59369130364
"Old",359.680728209715
"Middle",318.642600683647
"Old",83.2172980288062
"Old",586.653907525949
"Old",0.680037698985184
"Middle",3.35121239513917
"Young",196.664393560422
"Young",72.9918077165039
"Young",18.1326267798441
"Young",34.3993135636129
"Middle",384.911537563908
"Old",4.44813382990908
"Old",21.7130521227574
"Young",82.4399849794487
"Middle",44.285677658979
"Old",584.305084883139
"Old",31.4343150780889
"Young",269.166579561078
"Middle",70.2497308696625
"Old",9.64537040391514
"Old",10.3541065001452
"Old",70.5902740783176
"Young",5.07468564411419
"Middle",76.2122002358728
"Middle",34.9779700888037
"Old",338.290387651393
"Young",212.99431393254
"Middle",4.67893468856709
"Middle",113.139639831954
"Old",8.76576471667236
"Young",3.75718849191877
"Middle",68.429587377212
"Young",38.4502432524233
"Young",76.3563726944062
"Old",41.1427050454987
"Old",166.532422372651
"Old",20.337971769327
"Old",69.5120566667759
"Middle",18.6299642697796
"Old",4.12539301852124
"Old",135.944270747656
"Middle",14.2103560436811
"Young",42.3422301544641
"Young",162.536969645283
"Young",39.9241365838408
"Old",1.74374598582932
"Middle",722.930648987493
"Young",53.096475719871
"Young",69.8284591968392
"Middle",5.56459443836737
"Old",113.382951969796
"Old",14.2941083524664
"Middle",149.998376274176
"Old",6.14937919332112
"Old",0.868782995648089
"Middle",179.760433449128
"Young",95.8293419535948
"Young",2.00720337531316
"Middle",1.58770041778793
"Young",85.8778564432075
"Middle",6.10028170653433
"Young",147.095172738081
"Old",36.3665029628155
"Old",12.4079923422663
"Middle",98.0953871811425
"Young",406.56650492079
"Middle",79.1615479960702
"Young",241.467021807592
"Middle",1.95853822399278
"Young",180.831515926438
"Middle",1.01996709773533
"Old",0.126930624012332
"Young",433.361806202012
"Middle",406.018654389828
"Middle",221.206238022365
"Middle",49.754036837723
"Young",39.2513909593565
"Old",20.048300652018
"Old",0.802573775810273
"Middle",96.4810028824262
"Middle",170.119077774289
"Young",20.5351323048202
"Young",14.7744890321094
"Old",372.808198662325
"Middle",129.523327670774
