# Summary stats for batch processing of regression models
# timestamp: 2021-03-31 15:52:14
# ISR
# ------------------------

"ID","fileName","p_val","F_val"
1,"ranFile001.csv",0.682430115645127,0.382259240027409
2,"ranFile002.csv",0.596050443428579,0.517640353065901
3,"ranFile003.csv",0.544968870862199,0.60740781930475
4,"ranFile004.csv",0.743702726673331,0.296204955956336
5,"ranFile005.csv",0.382369255259955,0.962167758523337
6,"ranFile006.csv",0.785574247798837,0.24139867405144
7,"ranFile007.csv",0.225929710984347,1.48945211670222
8,"ranFile008.csv",0.29886894412387,1.20946781334882
9,"ranFile009.csv",0.91581880631047,0.0879455716486076
10,"ranFile010.csv",0.713894788448058,0.337191056321659
11,"ranFile011.csv",0.588683569090418,0.530141014842998
12,"ranFile012.csv",0.257409609435611,1.35902711429207
13,"ranFile013.csv",0.558527325015446,0.582920564742509
14,"ranFile014.csv",0.624936226277665,0.470351586097122
15,"ranFile015.csv",0.469108135193876,0.757502157500705
16,"ranFile016.csv",0.844078938265588,0.169545407775068
17,"ranFile017.csv",0.0680911720072958,2.69464388239424
18,"ranFile018.csv",0.126045497817615,2.0756151960021
19,"ranFile019.csv",0.203956123698657,1.59219091025954
20,"ranFile020.csv",0.939608881533226,0.0622990796831464
21,"ranFile021.csv",0.74966286228325,0.288266505024482
22,"ranFile022.csv",0.0400148048151573,3.22921965856806
23,"ranFile023.csv",0.4040639407785,0.906919677125009
24,"ranFile024.csv",0.444591369353837,0.811894515379701
25,"ranFile025.csv",0.487996109636255,0.717857493050508
26,"ranFile026.csv",0.0924964613954069,2.38951783481423
27,"ranFile027.csv",0.517113490824853,0.659901849132314
28,"ranFile028.csv",0.789805761650243,0.236036484767407
29,"ranFile029.csv",0.995535861161229,0.00447415229565889
30,"ranFile030.csv",0.835672100559244,0.179559156411976
31,"ranFile031.csv",0.872076516466773,0.136896644121612
32,"ranFile032.csv",0.799450487552472,0.22393151333961
33,"ranFile033.csv",0.299909195583665,1.20630617404867
34,"ranFile034.csv",0.13347062863804,2.02050448014467
35,"ranFile035.csv",0.328803987296903,1.11378542022557
36,"ranFile036.csv",0.499815379753675,0.693986853428766
37,"ranFile037.csv",0.597097347619815,0.515986261147673
38,"ranFile038.csv",0.726115449946241,0.320228908263683
39,"ranFile039.csv",0.561543089738874,0.577499458891657
40,"ranFile040.csv",0.856584729603794,0.1548228805579
41,"ranFile041.csv",0.744180990933822,0.295631843908723
42,"ranFile042.csv",0.966642084628693,0.0339278809594347
43,"ranFile043.csv",0.398095923736269,0.921793386174441
44,"ranFile044.csv",0.869897836393609,0.13940032743529
45,"ranFile045.csv",0.492558105363561,0.7089792800424
46,"ranFile046.csv",0.585516992980508,0.53558357082619
47,"ranFile047.csv",0.721022455341864,0.327247889567915
48,"ranFile048.csv",0.243754428921943,1.41392709009247
49,"ranFile049.csv",0.736401423517647,0.306058321752867
50,"ranFile050.csv",0.574873406758095,0.554007822827146
51,"ranFile051.csv",0.984414251587052,0.0157088044368268
52,"ranFile052.csv",0.914140526229203,0.0897777717779862
53,"ranFile053.csv",0.209261593583149,1.56675383848406
54,"ranFile054.csv",0.663668989439451,0.410257741574295
55,"ranFile055.csv",0.529703745061526,0.635741320110822
56,"ranFile056.csv",0.57042385915685,0.561730222271552
57,"ranFile057.csv",0.636135866184234,0.452636382754884
58,"ranFile058.csv",0.17006085855739,1.77598348777402
59,"ranFile059.csv",0.811242382706143,0.209247546577549
60,"ranFile060.csv",0.130130843898691,2.04266110224947
61,"ranFile061.csv",0.688485078652019,0.373420724436861
62,"ranFile062.csv",0.757210268225895,0.278208302589423
63,"ranFile063.csv",0.573474309975228,0.556381665149704
64,"ranFile064.csv",0.498922473628458,0.696064057076105
65,"ranFile065.csv",0.921493593087699,0.0817712037147757
66,"ranFile066.csv",0.329802742446337,1.11087055248416
67,"ranFile067.csv",0.363512257050464,1.01295985343461
68,"ranFile068.csv",0.744005739121786,0.295843844936292
69,"ranFile069.csv",0.195029251353311,1.63835364989595
70,"ranFile070.csv",0.12540673004134,2.08186765934016
71,"ranFile071.csv",0.305779496438818,1.18670679986877
72,"ranFile072.csv",0.765030380983685,0.267899373778954
73,"ranFile073.csv",0.84085845197025,0.173357800326478
74,"ranFile074.csv",0.0881123122246511,2.43615615548871
75,"ranFile075.csv",0.200956297325019,1.60698984086469
76,"ranFile076.csv",0.535842602572957,0.624381236514945
